0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0
3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0
3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0
3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6
3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6/3;0;4;0;3;0;4
3;0;6/4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6/3;0;5/4;0;0;0;7
3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6/3;0;5/4;0;0;0;0;0
3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6/3;0;5/4;0;0;0;0;0;0
3;0;8/4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6/3;0;5/4;0;0;0;0;0;0;0
3;0;6/4;6;6;6;6;6;6;6;0;6;0;0;6;0;0;6;0;0;0;6;0;0;0;0;6;0;3;0;5/4;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;4/3;0;4;3;0;4;3;0;4;0;3;0;4;0;0;3;0;4;0;7;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;4/3;0;4;3;0;4;3;0;4;0;3;0;4;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;4/3;0;4;3;0;4;3;0;4;0;3;0;4;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0
3;0;0;0;0;0;0;0;0;0;4/3;0;4;3;0;4;3;0;4;0;3;0;4;0;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0
0;7;8;8;8;7;8;8;8;7;0;7;0;0;7;0;0;7;0;0;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
